RegionID,ZipCode,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
94803.0,85208,Arizona,863,183500.0,171900.0,166800.0,159400.0,155200.0,155500.0,151300.0,152500.0,145600.0,141800.0,135100.0,126300.0,119600.0,112600.0,112200.0,115100.0,115100.0,114800.0,115000.0,118800.0,120000.0,118600.0,119200.0,119800.0,122900.0,123700.0,122100.0,120100.0,113100.0,109000.0,103400.0,99100.0,98200.0,97200.0,96700.0,98600.0,101500.0,104000.0,100400.0,94400.0,94500.0,92100.0,93800.0,92300.0,94200.0,94400.0,101200.0,108400.0,115700.0,116200.0,117800.0,119800.0,120500.0,137800.0,144400.0,144200.0,131400.0,128700.0,135100.0,133100.0,137700.0,141600.0,145200.0,145200.0,142900.0,147000.0,149700.0,149900.0,149200.0,148300.0,151000.0,153300.0,153100.0,154900.0,152500.0,152600.0,153000.0,153800.0,154100.0,156400.0,159100.0,162500.0,162400.0,161800.0,159000.0,156800.0,159300.0,163800.0,167700.0,167100.0,167000.0,168400.0,171200.0,172600.0,173100.0,174600.0,175500.0,176500.0,179000.0,179100.0,182400.0,183300.0,186100.0,184400.0,183500.0,183100.0,185600.0,187500.0,192300.0,191900.0,194600.0,195200.0,195200.0,200000.0,199600.0,204600.0,201500.0,198900.0,205000.0,210700.0,214800.0,211800.0,208900.0,217500.0,218800.0,226100.0
95050.0,85712,Arizona,888,172400.0,183200.0,197400.0,178000.0,178300.0,159600.0,169300.0,167100.0,174000.0,160000.0,139700.0,116700.0,125600.0,142600.0,157100.0,151600.0,152100.0,152900.0,158300.0,159500.0,159000.0,144800.0,150900.0,147400.0,157000.0,135100.0,136500.0,132500.0,130900.0,131600.0,127800.0,126200.0,112300.0,108000.0,92800.0,93900.0,94900.0,106300.0,106300.0,101600.0,100400.0,97600.0,100200.0,100600.0,105500.0,96900.0,94000.0,88600.0,92900.0,106900.0,112500.0,115400.0,108800.0,107300.0,114500.0,108200.0,109300.0,99000.0,105100.0,106400.0,112900.0,124100.0,122500.0,128300.0,119600.0,124300.0,119000.0,122300.0,125000.0,128300.0,129300.0,127600.0,131000.0,128000.0,127000.0,123300.0,122300.0,123500.0,128300.0,127800.0,129400.0,128800.0,132400.0,132000.0,132800.0,133600.0,137000.0,135800.0,134200.0,124600.0,123000.0,123300.0,128500.0,132400.0,128700.0,132300.0,132100.0,136700.0,141000.0,137000.0,143400.0,142100.0,150400.0,149500.0,187300.0,183700.0,182000.0,147100.0,146200.0,150500.0,149300.0,155600.0,153800.0,154800.0,181100.0,183800.0,191200.0,159400.0,157700.0,143900.0,164100.0,169500.0,176300.0,161700.0,161200.0,
94841.0,85249,Arizona,943,324500.0,287000.0,270500.0,272300.0,271100.0,283500.0,280000.0,292200.0,283400.0,283600.0,276400.0,284600.0,277400.0,263500.0,236400.0,252000.0,253600.0,270500.0,261100.0,284100.0,274500.0,261200.0,244600.0,248400.0,244000.0,238000.0,231900.0,238200.0,237800.0,254400.0,258300.0,284300.0,278900.0,274700.0,239800.0,233600.0,228700.0,234700.0,229900.0,228800.0,226300.0,228800.0,227100.0,237500.0,233800.0,242300.0,236700.0,232800.0,233600.0,233100.0,239400.0,246400.0,245200.0,254000.0,257200.0,278900.0,278000.0,267200.0,250700.0,252300.0,268300.0,288300.0,294000.0,296700.0,299700.0,314900.0,308900.0,307700.0,295700.0,301700.0,293400.0,301000.0,309700.0,313000.0,308500.0,299900.0,300600.0,298000.0,301800.0,321800.0,318400.0,317500.0,318600.0,328100.0,325300.0,313100.0,315100.0,325000.0,322000.0,321100.0,327500.0,330500.0,335400.0,331500.0,334600.0,337400.0,325000.0,324600.0,325000.0,341400.0,343300.0,349000.0,349300.0,350700.0,354400.0,362600.0,370600.0,361200.0,357400.0,347800.0,350300.0,351500.0,361300.0,368500.0,380500.0,376900.0,385000.0,382400.0,405100.0,405700.0,402300.0,378500.0,373200.0,371500.0,382700.0,387900.0
95054.0,85716,Arizona,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137200.0,137000.0,127200.0,125900.0,123800.0,130600.0,126200.0,139100.0,146300.0,155200.0,151500.0,136200.0,138100.0,134800.0,138500.0,145400.0,155100.0,159000.0,161600.0,154100.0,147700.0,148600.0,158100.0,159000.0,156000.0,156800.0,158400.0,151600.0,144900.0,159100.0,164500.0,172900.0,160900.0,153200.0,137100.0,136700.0,137400.0,149200.0,166700.0,172200.0,165700.0,149500.0,142500.0,148200.0,162200.0,174000.0,179700.0,181700.0,211600.0,205000.0,198100.0,164400.0,162800.0,156300.0,155900.0,158500.0,165200.0,165400.0,165800.0,173400.0,210700.0,210300.0,202600.0,171300.0,182100.0,185200.0,174400.0,176800.0,170500.0,190600.0,182700.0,185000.0,183700.0,183700.0,199500.0,189500.0,194700.0,201100.0,209000.0
399658.0,85295,Arizona,953,271400.0,244500.0,252600.0,253600.0,251600.0,237300.0,235500.0,234600.0,237300.0,225500.0,203400.0,195500.0,193300.0,195400.0,187500.0,186700.0,183600.0,190200.0,186400.0,189100.0,186100.0,177800.0,186200.0,180600.0,182600.0,171700.0,174000.0,175000.0,170800.0,170900.0,167100.0,167200.0,169900.0,164800.0,159400.0,148500.0,158100.0,158100.0,158700.0,162000.0,165400.0,171300.0,166600.0,165700.0,165900.0,177400.0,186600.0,187400.0,182500.0,192500.0,199300.0,198000.0,187600.0,187700.0,190400.0,200300.0,205600.0,215800.0,219500.0,216900.0,217800.0,221700.0,232200.0,235600.0,234000.0,235800.0,234400.0,235200.0,234100.0,234700.0,237700.0,238000.0,237000.0,227200.0,219900.0,218500.0,225100.0,230200.0,233800.0,232400.0,233400.0,230600.0,222800.0,224700.0,230900.0,243100.0,243000.0,240000.0,242400.0,243900.0,247000.0,248000.0,253800.0,254300.0,255200.0,252400.0,254000.0,253500.0,254500.0,255900.0,256200.0,259800.0,258500.0,268400.0,266900.0,273500.0,266900.0,262800.0,262000.0,264400.0,277200.0,281500.0,286300.0,285100.0,286200.0,291500.0,307300.0,304400.0,296400.0,286000.0,291500.0,292700.0,286800.0,294500.0,306100.0,311400.0
94880.0,85296,Arizona,960,239500.0,231200.0,230100.0,231600.0,228000.0,215900.0,206400.0,203900.0,209700.0,202400.0,189400.0,176900.0,175400.0,174500.0,170000.0,170300.0,169100.0,174200.0,178800.0,184700.0,179700.0,169500.0,169200.0,174400.0,175100.0,169000.0,163900.0,159200.0,161400.0,159000.0,164000.0,158300.0,157200.0,144000.0,143700.0,144500.0,152300.0,151200.0,143400.0,139500.0,149000.0,155100.0,163100.0,153600.0,157700.0,154400.0,167700.0,165400.0,170000.0,163600.0,174600.0,183200.0,186200.0,195200.0,202900.0,208000.0,197500.0,190700.0,195600.0,207000.0,213200.0,211400.0,209300.0,214700.0,219500.0,222200.0,222300.0,222900.0,228000.0,226500.0,228200.0,230300.0,228600.0,235800.0,230200.0,228800.0,223100.0,227300.0,228200.0,228400.0,230200.0,232900.0,231100.0,225500.0,229300.0,230700.0,242200.0,243000.0,241900.0,234800.0,233600.0,246800.0,244400.0,247900.0,242600.0,249600.0,250600.0,252800.0,252600.0,254400.0,258100.0,261100.0,275600.0,273500.0,268300.0,247400.0,256300.0,264300.0,279000.0,280100.0,291500.0,293600.0,298000.0,291600.0,295600.0,293500.0,293000.0,290900.0,289900.0,294700.0,297800.0,298800.0,299400.0,301200.0,306600.0,300100.0
94743.0,85027,Arizona,977,185500.0,175300.0,173200.0,160700.0,167400.0,166300.0,168500.0,153400.0,140900.0,131100.0,129500.0,126400.0,122400.0,110900.0,104400.0,91800.0,89000.0,86200.0,94800.0,99200.0,97100.0,94700.0,91700.0,96500.0,99100.0,100400.0,103200.0,100900.0,99100.0,89400.0,87500.0,82400.0,77300.0,68900.0,69800.0,73800.0,74000.0,73700.0,78900.0,81300.0,81700.0,77200.0,78900.0,75200.0,76600.0,80900.0,87700.0,91800.0,92600.0,91600.0,100500.0,101500.0,112300.0,112200.0,116900.0,118100.0,119500.0,127600.0,130000.0,133600.0,130100.0,132700.0,133700.0,145300.0,147100.0,148700.0,142800.0,144800.0,147000.0,154100.0,155700.0,154500.0,149200.0,148700.0,147400.0,145700.0,150900.0,153700.0,157000.0,152400.0,152800.0,152500.0,153600.0,155300.0,157700.0,156100.0,158400.0,161300.0,164600.0,166900.0,168600.0,166900.0,172600.0,174900.0,182400.0,179800.0,181100.0,177900.0,179600.0,182600.0,188500.0,187100.0,186400.0,185600.0,187500.0,188800.0,186700.0,188700.0,189900.0,195600.0,196800.0,196000.0,198300.0,203700.0,209700.0,204300.0,201300.0,199600.0,207900.0,209500.0,211900.0,212200.0,214600.0,209100.0,210300.0,210800.0
94765.0,85051,Arizona,1000,,,,,,,,,,,,,,,,49500.0,50800.0,54300.0,56900.0,59200.0,61900.0,62400.0,58800.0,59100.0,58900.0,62200.0,63700.0,65400.0,67500.0,68500.0,67400.0,67900.0,63800.0,62000.0,54000.0,49600.0,46300.0,49300.0,51000.0,52300.0,53100.0,53000.0,54300.0,54700.0,57700.0,62700.0,67900.0,65900.0,60900.0,58900.0,64600.0,73800.0,78100.0,82100.0,84300.0,86700.0,86100.0,84800.0,91500.0,101200.0,112000.0,116100.0,117400.0,116900.0,115800.0,118000.0,117200.0,115600.0,118600.0,119800.0,123800.0,119800.0,118400.0,120900.0,112000.0,111400.0,109000.0,119300.0,122300.0,122000.0,121200.0,121200.0,122600.0,127500.0,129600.0,130400.0,128800.0,130600.0,136100.0,139400.0,141800.0,144100.0,147000.0,148800.0,153100.0,150700.0,144700.0,138700.0,144800.0,152100.0,153500.0,150200.0,152500.0,154500.0,156400.0,157100.0,158400.0,162900.0,173200.0,171900.0,170300.0,164300.0,164300.0,166100.0,165900.0,169600.0,165900.0,163400.0,172200.0,186200.0,192200.0,186100.0,180700.0,185500.0,195300.0,197300.0
95042.0,85704,Arizona,1005,278800.0,263200.0,264100.0,217400.0,213800.0,231200.0,249000.0,229100.0,222800.0,225200.0,233200.0,235400.0,220800.0,226100.0,202200.0,217600.0,212500.0,228900.0,207700.0,202600.0,193100.0,200000.0,205900.0,196200.0,202700.0,194400.0,206000.0,196500.0,210100.0,208800.0,207900.0,184100.0,172400.0,170000.0,183900.0,201200.0,211000.0,199800.0,184400.0,169800.0,162500.0,169600.0,166500.0,168000.0,152800.0,154100.0,157400.0,173100.0,189100.0,195300.0,181000.0,163000.0,169200.0,183000.0,186400.0,175400.0,172400.0,183100.0,195600.0,207900.0,210200.0,221300.0,201300.0,202700.0,185500.0,209600.0,205900.0,217100.0,210600.0,216100.0,220000.0,224700.0,219900.0,203500.0,182300.0,184400.0,210200.0,217300.0,224800.0,205300.0,214700.0,210200.0,201000.0,196300.0,194900.0,209000.0,213900.0,217000.0,218400.0,221100.0,214400.0,211300.0,204900.0,211900.0,218100.0,229000.0,232300.0,221700.0,220100.0,219200.0,224200.0,223400.0,225100.0,226700.0,234000.0,222500.0,223100.0,211200.0,230800.0,238900.0,249200.0,239900.0,244400.0,243700.0,253800.0,223600.0,223000.0,210100.0,247300.0,246100.0,254300.0,233100.0,228100.0,231900.0,244000.0,246700.0
95081.0,85745,Arizona,1006,200800.0,187700.0,198600.0,198100.0,206700.0,202500.0,203000.0,198700.0,187500.0,187400.0,194500.0,192900.0,174900.0,163900.0,169700.0,175800.0,176900.0,177700.0,180700.0,171100.0,179300.0,170000.0,186000.0,163600.0,172100.0,161000.0,157100.0,136700.0,123500.0,134300.0,153800.0,157700.0,149400.0,138400.0,149200.0,145600.0,144700.0,127800.0,135300.0,130100.0,131800.0,127100.0,123400.0,120300.0,119700.0,124400.0,134000.0,157800.0,158200.0,155400.0,138400.0,140400.0,144000.0,137000.0,141700.0,137800.0,145900.0,147000.0,155800.0,158300.0,155900.0,158900.0,161800.0,168100.0,164900.0,163600.0,162400.0,165400.0,178600.0,173800.0,174300.0,154100.0,161500.0,158500.0,164600.0,164300.0,161400.0,164400.0,163800.0,162800.0,167000.0,167700.0,170000.0,175000.0,178100.0,172800.0,162700.0,160600.0,168000.0,166800.0,172000.0,177400.0,178900.0,174400.0,170600.0,171300.0,172600.0,173400.0,173300.0,174900.0,178600.0,192000.0,190800.0,185300.0,172800.0,173700.0,191200.0,194900.0,191700.0,174800.0,173600.0,177300.0,181800.0,184700.0,226100.0,227100.0,228800.0,198400.0,209700.0,205300.0,198000.0,195600.0,211800.0,213100.0,220700.0,217300.0
